Algorithm,Score,Extra Training Data,Paper Title,Date,Game
NoisyNet-Dueling,64,False,Noisy Networks for Exploration,2017,robotank
DQN noop,63.9,False,Deep Reinforcement Learning with Double Q-learning,2015,robotank
Prior noop,62.6,False,Prioritized Experience Replay,2015,robotank
IQN,62.5,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,robotank
Duel hs,62.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,robotank
Gorila,61.8,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,robotank
QR-DQN-1,59.4,False,Distributional Reinforcement Learning with Quantile Regression,2017,robotank
DDQN (tuned) hs,59.1,False,Deep Reinforcement Learning with Double Q-learning,2015,robotank
DQN hs,58.7,False,Deep Reinforcement Learning with Double Q-learning,2015,robotank
Prior hs,56.2,False,Prioritized Experience Replay,2015,robotank
C51 noop,52.3,False,A Distributional Perspective on Reinforcement Learning,2017,robotank
Nature DQN,51.6,False,,,robotank
UCT,50.4,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,robotank
A3C FF hs,32.8,False,Asynchronous Methods for Deep Reinforcement Learning,2016,robotank
Best Learner,28.7,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,robotank
Prior+Duel noop,27.5,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,robotank
Prior+Duel hs,24.7,False,Deep Reinforcement Learning with Double Q-learning,2015,robotank
CGP,24.2,False,Evolving simple programs for playing Atari games,2018,robotank
IMPALA (deep),12.96,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,robotank
SARSA,12.4,False,,,robotank
ES FF (1 hour) noop,11.9,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,robotank
A2C + SIL,10.5,False,Self-Imitation Learning,2018,robotank
POP3D,4.6,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,robotank
A3C LSTM hs,2.6,False,Asynchronous Methods for Deep Reinforcement Learning,2016,robotank
A3C FF (1 day) hs,2.3,False,Asynchronous Methods for Deep Reinforcement Learning,2016,robotank
GDI-H3(200M frames),760005,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,asteroids
GDI-I3,751970,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,asteroids
MuZero,678558.64,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,asteroids
MuZero (Res2 Adam),476412,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,asteroids
R2D2,357867.7,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,asteroids
Ape-X,155495.1,False,Distributed Prioritized Experience Replay,2018,asteroids
Agent57,150854.61,False,Agent57: Outperforming the Atari Human Benchmark,2020,asteroids
IMPALA (deep),108590.05,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,asteroids
NoisyNet-Dueling,86700,False,Noisy Networks for Exploration,2017,asteroids
DreamerV2,41526,False,Mastering Atari with Discrete World Models,2020,asteroids
CGP,9412,False,Evolving simple programs for playing Atari games,2018,asteroids
A3C LSTM hs,5093.1,False,Asynchronous Methods for Deep Reinforcement Learning,2016,asteroids
UCT,4660.6,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,asteroids
FQF,4553.0,False,Fully Parameterized Quantile Function for Distributional Reinforcement Learning,2019,asteroids
A3C FF hs,4474.5,False,Asynchronous Methods for Deep Reinforcement Learning,2016,asteroids
QR-DQN-1,4226,False,Distributional Reinforcement Learning with Quantile Regression,2017,asteroids
Reactor 500M,3726.1,False,The Reactor: A fast and sample-efficient Actor-Critic agent for Reinforcement Learning,2017,asteroids
A3C FF (1 day) hs,3009.4,False,Asynchronous Methods for Deep Reinforcement Learning,2016,asteroids
IQN,2898,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,asteroids
DDQN+Pop-Art noop,2869.3,False,Learning values across many orders of magnitude,2016,asteroids
Duel noop,2837.7,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,asteroids
Prior noop,2654.3,False,Prioritized Experience Replay,2015,asteroids
POP3D,2488.1,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,asteroids
A2C + SIL,2259.4,False,Self-Imitation Learning,2018,asteroids
Duel hs,2035.4,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,asteroids
Advantage Learning,1924.42,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,asteroids
Prior hs,1745.1,False,Prioritized Experience Replay,2015,asteroids
Persistent AL,1673.52,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,asteroids
Nature DQN,1629.0,False,,,asteroids
ES FF (1 hour) noop,1562.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,asteroids
C51 noop,1516.0,False,A Distributional Perspective on Reinforcement Learning,2017,asteroids
DQN hs,1458.7,False,Deep Reinforcement Learning with Double Q-learning,2015,asteroids
DQN noop,1364.5,False,Deep Reinforcement Learning with Double Q-learning,2015,asteroids
DDQN (tuned) hs,1193.2,False,Deep Reinforcement Learning with Double Q-learning,2015,asteroids
Prior+Duel noop,1192.7,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,asteroids
Bootstrapped DQN,1032,False,Deep Exploration via Bootstrapped DQN,2016,asteroids
Prior+Duel hs,1021.9,False,Deep Reinforcement Learning with Double Q-learning,2015,asteroids
Gorila,933.6,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,asteroids
Best Learner,907.3,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,asteroids
DDQN (tuned) noop,734.7,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,asteroids
SARSA,89.0,False,,,asteroids
MuZero,100.00,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,boxing
Ape-X,100,False,Distributed Prioritized Experience Replay,2018,boxing
NoisyNet-Dueling,100,False,Noisy Networks for Exploration,2017,boxing
UCT,100,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,boxing
Agent57,100,False,Agent57: Outperforming the Atari Human Benchmark,2020,boxing
MuZero (Res2 Adam),100,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,boxing
GDI-H3,100,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,boxing
GDI-H3(200M frames),100,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,boxing
IMPALA (deep),99.96,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,boxing
QR-DQN-1,99.9,False,Distributional Reinforcement Learning with Quantile Regression,2017,boxing
IQN,99.8,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,boxing
A2C + SIL,99.6,False,Self-Imitation Learning,2018,boxing
Duel noop,99.4,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,boxing
Reactor 500M,99.4,False,The Reactor: A fast and sample-efficient Actor-Critic agent for Reinforcement Learning,2017,boxing
DDQN+Pop-Art noop,99.3,False,Learning values across many orders of magnitude,2016,boxing
Prior+Duel noop,98.9,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,boxing
R2D2,98.5,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,boxing
DDRL A3C,98,False,Distributed Deep Reinforcement Learning: Learn how to play Atari games in 21 minutes,2018,boxing
C51 noop,97.8,False,A Distributional Perspective on Reinforcement Learning,2017,boxing
POP3D,97.23,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,boxing
Prior noop,95.6,False,Prioritized Experience Replay,2015,boxing
Persistent AL,94.3,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,boxing
Advantage Learning,93.94,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,boxing
Bootstrapped DQN,93.2,False,Deep Exploration via Bootstrapped DQN,2016,boxing
DreamerV2,92,False,Mastering Atari with Discrete World Models,2020,boxing
DDQN (tuned) noop,91.6,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,boxing
DQN noop,88.0,False,Deep Reinforcement Learning with Double Q-learning,2015,boxing
Prior+Duel hs,79.2,False,Deep Reinforcement Learning with Double Q-learning,2015,boxing
Duel hs,77.3,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,boxing
Gorila,74.2,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,boxing
DDQN (tuned) hs,73.5,False,Deep Reinforcement Learning with Double Q-learning,2015,boxing
Prior hs,72.3,False,Prioritized Experience Replay,2015,boxing
Nature DQN,71.8,False,,,boxing
DQN hs,70.3,False,Deep Reinforcement Learning with Double Q-learning,2015,boxing
A3C FF hs,59.8,False,Asynchronous Methods for Deep Reinforcement Learning,2016,boxing
ES FF (1 hour) noop,49.8,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,boxing
Best Learner,44,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,boxing
CGP,38.4,False,Evolving simple programs for playing Atari games,2018,boxing
A3C LSTM hs,37.3,False,Asynchronous Methods for Deep Reinforcement Learning,2016,boxing
A3C FF (1 day) hs,33.7,False,Asynchronous Methods for Deep Reinforcement Learning,2016,boxing
SARSA,9.8,False,,,boxing
CURL,4.8,False,CURL: Contrastive Unsupervised Representations for Reinforcement Learning,2020,boxing
NoisyNet-Dueling,10,False,Noisy Networks for Exploration,2017,surround
MuZero,9.99,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,surround
R2D2,9.9,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,surround
MuZero (Res2 Adam),9.9,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,surround
Agent57,9.5,False,Agent57: Outperforming the Atari Human Benchmark,2020,surround
IQN,9.4,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,surround
QR-DQN-1,8.2,False,Distributional Reinforcement Learning with Quantile Regression,2017,surround
IMPALA (deep),7.56,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,surround
Ape-X,7.1,False,Distributed Prioritized Experience Replay,2018,surround
GDI-H3(200M frames),2.606,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,surround
Persistent AL,0.72,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,surround
GDI-I3,-7.8,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,surround
GDI-H3,999999,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,choppercommand
GDI-H3(200M frames),999999,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021,choppercommand
Agent57,999900,False,Agent57: Outperforming the Atari Human Benchmark,2020,choppercommand
MuZero,991039.70,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019,choppercommand
R2D2,986652.0,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019,choppercommand
FQF,876460.0,False,Fully Parameterized Quantile Function for Distributional Reinforcement Learning,2019,choppercommand
Ape-X,721851,False,Distributed Prioritized Experience Replay,2018,choppercommand
Reactor 500M,107779.0,False,The Reactor: A fast and sample-efficient Actor-Critic agent for Reinforcement Learning,2017,choppercommand
UCT,34018.8,False,The Arcade Learning Environment: An Evaluation Platform for General Agents,2012,choppercommand
IMPALA (deep),28255.00,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018,choppercommand
IQN,16836,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018,choppercommand
C51 noop,15600.0,False,A Distributional Perspective on Reinforcement Learning,2017,choppercommand
QR-DQN-1,14667,False,Distributional Reinforcement Learning with Quantile Regression,2017,choppercommand
Prior+Duel noop,13185.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,choppercommand
NoisyNet-Dueling,11477,False,Noisy Networks for Exploration,2017,choppercommand
Duel noop,11215.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,choppercommand
A3C LSTM hs,10150.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,choppercommand
Prior noop,8600.0,False,Prioritized Experience Replay,2015,choppercommand
Prior+Duel hs,8058.0,False,Deep Reinforcement Learning with Double Q-learning,2015,choppercommand
A3C FF hs,7021.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,choppercommand
A2C + SIL,6710,False,Self-Imitation Learning,2018,choppercommand
Nature DQN,6687.0,False,,,choppercommand
POP3D,6308.33,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018,choppercommand
DQN noop,6126.0,False,Deep Reinforcement Learning with Double Q-learning,2015,choppercommand
MuZero (Res2 Adam),5989.55,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021,choppercommand
DDQN (tuned) noop,5809.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,choppercommand
Persistent AL,5734.93,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,choppercommand
Advantage Learning,5431.36,False,Increasing the Action Gap: New Operators for Reinforcement Learning,2015,choppercommand
DQN hs,5017.0,False,Deep Reinforcement Learning with Double Q-learning,2015,choppercommand
A3C FF (1 day) hs,4669.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016,choppercommand
Prior hs,4635.0,False,Prioritized Experience Replay,2015,choppercommand
Bootstrapped DQN,4100,False,Deep Exploration via Bootstrapped DQN,2016,choppercommand
Duel hs,3784.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015,choppercommand
ES FF (1 hour) noop,3710.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017,choppercommand
CGP,3580,False,Evolving simple programs for playing Atari games,2018,choppercommand
DDQN (tuned) hs,3495.0,False,Deep Reinforcement Learning with Double Q-learning,2015,choppercommand
Gorila,3191.8,False,Massively Parallel Methods for Deep Reinforcement Learning,2015,choppercommand
