,Algorithm,Score,Extra Training Data,Paper Title,Date,Game,Source,Random,Human,Normalized,LogNormalized,In57,train,good
632,Gorila,4373.0,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,gopher,PapersWithCode,257.6,2412.5,190.97869970764302,2.2832530458254365,True,True,True
634,CGP,1696.0,False,Evolving simple programs for playing Atari games,2018.0,gopher,PapersWithCode,257.6,2412.5,66.75019722492922,1.830910563805835,True,True,True
637,ES FF (1 hour) noop,582.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017.0,gopher,PapersWithCode,257.6,2412.5,15.054062833542158,1.2055849584169616,True,True,True
638,CGP,993010.0,False,Evolving simple programs for playing Atari games,2018.0,defender,PapersWithCode,2874.5,18688.9,6260.974175435046,3.796711272241423,True,True,True
639,GDI-H3(200M frames),970540.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,defender,PapersWithCode,2874.5,18688.9,6118.888481384054,3.7867435083611163,True,True,True
640,GDI-I3,893110.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,defender,PapersWithCode,2874.5,18688.9,5629.271423512748,3.7505293317771864,True,True,True
641,MuZero,839642.95,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,defender,PapersWithCode,2874.5,18688.9,5291.1805063739375,3.723634648740183,True,True,True
642,Agent57,677642.78,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,defender,PapersWithCode,2874.5,18688.9,4266.79659044921,3.6302037121229476,True,True,True
643,R2D2,665792.0,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,defender,PapersWithCode,2874.5,18688.9,4191.859950424929,3.622510356376038,True,True,True
644,MuZero (Res2 Adam),557200.75,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,defender,PapersWithCode,2874.5,18688.9,3505.199375252934,3.544836608024259,True,True,True
645,Ape-X,411943.5,False,Distributed Prioritized Experience Replay,2018.0,defender,PapersWithCode,2874.5,18688.9,2586.686817078106,3.412911713323861,True,True,True
647,IMPALA (deep),185203.0,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,defender,PapersWithCode,2874.5,18688.9,1152.927079117766,3.0621783650264778,True,True,True
648,IQN,53537.0,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,defender,PapersWithCode,2874.5,18688.9,320.3567634560906,2.5069874447497584,True,True,True
649,NoisyNet-Dueling,42253.0,False,Noisy Networks for Exploration,2017.0,defender,PapersWithCode,2874.5,18688.9,249.00407223796032,2.397947082816323,True,True,True
650,Prior+Duel noop,41324.5,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,defender,PapersWithCode,2874.5,18688.9,243.1328409550789,2.38762620500595,True,True,True
651,Prior+Duel hs,34415.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,defender,PapersWithCode,2874.5,18688.9,199.44164811817078,2.301987965042722,True,True,True
652,Agent57,2354.91,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,tutankham,PapersWithCode,11.43,167.6,1500.5955048985081,3.176552959532912,True,True,True
653,MuZero,491.48,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,tutankham,PapersWithCode,11.43,167.6,307.38938336428254,2.489099418582316,True,True,True
654,GDI-I3,423.9,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,tutankham,PapersWithCode,11.43,167.6,264.1160274060319,2.4234359834992008,True,True,True
655,GDI-H3(200M frames),418.2,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,tutankham,PapersWithCode,11.43,167.6,260.4661586732407,2.417415486501392,True,True,True
656,R2D2,395.3,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,tutankham,PapersWithCode,11.43,167.6,245.80265095729015,2.3923498202313,True,True,True
657,MuZero (Res2 Adam),347.99,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,tutankham,PapersWithCode,11.43,167.6,215.5087404751233,2.335475433546165,True,True,True
658,A2C + SIL,340.5,False,Self-Imitation Learning,2018.0,tutankham,PapersWithCode,11.43,167.6,210.7126848946661,2.3257468798177907,True,True,True
659,IQN,293.0,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,tutankham,PapersWithCode,11.43,167.6,180.29711212140617,2.2583908862812416,True,True,True
660,IMPALA (deep),292.11,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,tutankham,PapersWithCode,11.43,167.6,179.72722033681245,2.257023569006791,True,True,True
661,Ape-X,272.6,False,Distributed Prioritized Experience Replay,2018.0,tutankham,PapersWithCode,11.43,167.6,167.23442402510088,2.2259148656265495,True,True,True
662,NoisyNet-Dueling,269.0,False,Noisy Networks for Exploration,2017.0,tutankham,PapersWithCode,11.43,167.6,164.9292437728117,2.2199229338840407,True,True,True
663,DreamerV2,264.0,False,Mastering Atari with Discrete World Models,2020.0,tutankham,PapersWithCode,11.43,167.6,161.72760453352117,2.2114612313614637,True,True,True
664,Prior+Duel noop,245.9,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,tutankham,PapersWithCode,11.43,167.6,150.1376704872895,2.1793727240726235,True,True,True
665,POP3D,241.21,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018.0,tutankham,PapersWithCode,11.43,167.6,147.134532880835,2.1706563123454194,True,True,True
666,Prior noop,204.6,False,Prioritized Experience Replay,2015.0,tutankham,PapersWithCode,11.43,167.6,123.69213037074984,2.095839044942804,True,True,True
668,Nature DQN,186.7,False,,,tutankham,PapersWithCode,11.43,167.6,112.23026189408978,2.053962511810009,True,True,True
670,DDQN+Pop-Art noop,183.9,False,Learning values across many orders of magnitude,2016.0,tutankham,PapersWithCode,11.43,167.6,110.43734392008709,2.0470307522440074,True,True,True
672,A3C FF hs,156.3,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,tutankham,PapersWithCode,11.43,167.6,92.76429531920344,1.9720374940526406,True,True,True
673,A3C LSTM hs,144.2,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,tutankham,PapersWithCode,11.43,167.6,85.01632836012038,1.9345809005876238,True,True,True
674,ES FF (1 hour) noop,130.3,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017.0,tutankham,PapersWithCode,11.43,167.6,76.11577127489275,1.8871432065491807,True,True,True
675,Gorila,118.5,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,tutankham,PapersWithCode,11.43,167.6,68.55990267016713,1.842358965656165,True,True,True
677,Prior+Duel hs,108.6,False,Deep Reinforcement Learning with Double Q-learning,2015.0,tutankham,PapersWithCode,11.43,167.6,62.2206569763719,1.8008590046280555,True,True,True
679,DDQN (tuned) hs,92.2,False,Deep Reinforcement Learning with Double Q-learning,2015.0,tutankham,PapersWithCode,11.43,167.6,51.71928027149902,1.7219694725979018,True,True,True
680,Prior hs,56.9,False,Prioritized Experience Replay,2015.0,tutankham,PapersWithCode,11.43,167.6,29.115707242107963,1.478793066667756,True,True,True
681,Duel hs,48.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,tutankham,PapersWithCode,11.43,167.6,23.41678939617084,1.3876885572667224,True,True,True
682,DQN hs,45.6,False,Deep Reinforcement Learning with Double Q-learning,2015.0,tutankham,PapersWithCode,11.43,167.6,21.880002561311393,1.3594560687382655,True,True,True
683,A3C FF (1 day) hs,26.1,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,tutankham,PapersWithCode,11.43,167.6,9.393609528078379,1.0167663970176966,True,True,True
684,CGP,0.0,False,Evolving simple programs for playing Atari games,2018.0,tutankham,PapersWithCode,11.43,167.6,-7.318947301018122,0.0,True,True,True
685,MuZero,197126.0,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,wizardofwor,PapersWithCode,563.5,4756.5,4687.872644884331,3.671068436966807,True,True,True
686,Agent57,157306.41,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,wizardofwor,PapersWithCode,563.5,4756.5,3738.204388266158,3.572779204729008,True,True,True
687,R2D2,144362.7,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,wizardofwor,PapersWithCode,563.5,4756.5,3429.5063200572386,3.535358223768378,True,True,True
688,MuZero (Res2 Adam),100096.6,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,wizardofwor,PapersWithCode,563.5,4756.5,2373.7920343429523,3.375625583522211,True,True,True
689,GDI-I3,64293.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,wizardofwor,PapersWithCode,563.5,4756.5,1519.9022179823514,3.182101293240516,True,True,True
690,GDI-H3(200M frames),63735.0,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,wizardofwor,PapersWithCode,563.5,4756.5,1506.5943238731218,3.178284493652055,True,True,True
691,Ape-X,46204.0,False,Distributed Prioritized Experience Replay,2018.0,wizardofwor,PapersWithCode,563.5,4756.5,1088.492725971858,3.037224335012904,True,True,True
693,IQN,31190.0,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,wizardofwor,PapersWithCode,563.5,4756.5,730.4197471977104,2.8641666814371183,True,True,True
694,A3C LSTM hs,18082.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,wizardofwor,PapersWithCode,563.5,4756.5,417.8034819937992,2.622010283810068,True,True,True
695,A3C FF hs,17244.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,wizardofwor,PapersWithCode,563.5,4756.5,397.8177915573575,2.6007745242705953,True,True,True
696,DreamerV2,12851.0,False,Mastering Atari with Discrete World Models,2020.0,wizardofwor,PapersWithCode,563.5,4756.5,293.04793703792035,2.468418136854226,True,True,True
697,Prior+Duel noop,12352.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,wizardofwor,PapersWithCode,563.5,4756.5,281.1471500119246,2.450475667789311,True,True,True
698,Prior+Duel hs,10471.0,False,Deep Reinforcement Learning with Double Q-learning,2015.0,wizardofwor,PapersWithCode,563.5,4756.5,236.28666825661819,2.375273338448135,True,True,True
699,Gorila,10431.0,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,wizardofwor,PapersWithCode,563.5,4756.5,235.33269735273075,2.37352381176141,True,True,True
700,IMPALA (deep),9157.5,False,IMPALA: Scalable Distributed Deep-RL with Importance Weighted Actor-Learner Architectures,2018.0,wizardofwor,PapersWithCode,563.5,4756.5,204.96064870021465,2.3137842510250746,True,True,True
701,NoisyNet-Dueling,9149.0,False,Noisy Networks for Exploration,2017.0,wizardofwor,PapersWithCode,563.5,4756.5,204.75792988313856,2.3133565818581814,True,True,True
702,A2C + SIL,7088.3,False,Self-Imitation Learning,2018.0,wizardofwor,PapersWithCode,563.5,4756.5,155.61173384211781,2.1948242976451464,True,True,True
703,Duel hs,7054.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,wizardofwor,PapersWithCode,563.5,4756.5,154.79370379203434,2.1925499022221073,True,True,True
704,DDQN (tuned) hs,6201.0,False,Deep Reinforcement Learning with Double Q-learning,2015.0,wizardofwor,PapersWithCode,563.5,4756.5,134.45027426663486,2.1317798887517303,True,True,True
705,Prior hs,5727.0,False,Prioritized Experience Replay,2015.0,wizardofwor,PapersWithCode,563.5,4756.5,123.1457190555688,2.0939317482756103,True,True,True
706,A3C FF (1 day) hs,5278.0,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,wizardofwor,PapersWithCode,563.5,4756.5,112.43739565943238,2.0547562472490672,True,True,True
707,Prior noop,4802.0,False,Prioritized Experience Replay,2015.0,wizardofwor,PapersWithCode,563.5,4756.5,101.08514190317196,2.0089625368074735,True,True,True
708,POP3D,4704.0,False,Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization,2018.0,wizardofwor,PapersWithCode,563.5,4756.5,98.74791318864774,1.998903818643145,True,True,True
709,CGP,3820.0,False,Evolving simple programs for playing Atari games,2018.0,wizardofwor,PapersWithCode,563.5,4756.5,77.66515621273551,1.8957824094185984,True,True,True
710,ES FF (1 hour) noop,3480.0,False,Evolution Strategies as a Scalable Alternative to Reinforcement Learning,2017.0,wizardofwor,PapersWithCode,563.5,4756.5,69.55640352969235,1.8485364354030107,True,True,True
711,Nature DQN,3393.0,False,,,wizardofwor,PapersWithCode,563.5,4756.5,67.48151681373719,1.8355733710695166,True,True,True
713,DQN hs,1609.0,False,Deep Reinforcement Learning with Double Q-learning,2015.0,wizardofwor,PapersWithCode,563.5,4756.5,24.93441450035774,1.4138764477360393,True,True,True
714,DDQN+Pop-Art noop,483.0,False,Learning values across many orders of magnitude,2016.0,wizardofwor,PapersWithCode,563.5,4756.5,-1.9198664440734559,0.0,True,True,True
716,MuZero,131.13,False,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",2019.0,robotank,PapersWithCode,2.16,11.9,1324.1273100616015,3.1222576046133517,True,True,True
717,Agent57,127.32,False,Agent57: Outperforming the Atari Human Benchmark,2020.0,robotank,PapersWithCode,2.16,11.9,1285.0102669404516,3.109244435818207,True,True,True
718,GDI-H3(200M frames),113.4,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,robotank,PapersWithCode,2.16,11.9,1142.094455852156,3.058082118374707,True,True,True
719,GDI-I3,108.2,False,GDI: Rethinking What Makes Reinforcement Learning Different From Supervised Learning,2021.0,robotank,PapersWithCode,2.16,11.9,1088.70636550308,3.03730948782908,True,True,True
720,MuZero (Res2 Adam),100.59,False,Online and Offline Reinforcement Learning by Planning with a Learned Model,2021.0,robotank,PapersWithCode,2.16,11.9,1010.5749486652977,3.004998065639607,True,True,True
721,R2D2,100.4,False,Recurrent Experience Replay in Distributed Reinforcement Learning,2019.0,robotank,PapersWithCode,2.16,11.9,1008.6242299794661,3.0041597646616554,True,True,True
722,DreamerV2,78.0,False,Mastering Atari with Discrete World Models,2020.0,robotank,PapersWithCode,2.16,11.9,778.6447638603696,2.891896766488985,True,True,True
724,Ape-X,73.8,False,Distributed Prioritized Experience Replay,2018.0,robotank,PapersWithCode,2.16,11.9,735.523613963039,2.8671866754820314,True,True,True
725,DDQN+Pop-Art noop,64.3,False,Learning values across many orders of magnitude,2016.0,robotank,PapersWithCode,2.16,11.9,637.9876796714578,2.8054924846024005,True,True,True
726,NoisyNet-Dueling,64.0,False,Noisy Networks for Exploration,2017.0,robotank,PapersWithCode,2.16,11.9,634.9075975359343,2.8033940137683615,True,True,True
727,Prior noop,62.6,False,Prioritized Experience Replay,2015.0,robotank,PapersWithCode,2.16,11.9,620.5338809034907,2.7934648077779367,True,True,True
728,IQN,62.5,False,Implicit Quantile Networks for Distributional Reinforcement Learning,2018.0,robotank,PapersWithCode,2.16,11.9,619.5071868583162,2.7927468159634086,True,True,True
729,Duel hs,62.0,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,robotank,PapersWithCode,2.16,11.9,614.3737166324436,2.7891389430566127,True,True,True
730,Gorila,61.8,False,Massively Parallel Methods for Deep Reinforcement Learning,2015.0,robotank,PapersWithCode,2.16,11.9,612.3203285420944,2.7876873596448437,True,True,True
731,DDQN (tuned) hs,59.1,False,Deep Reinforcement Learning with Double Q-learning,2015.0,robotank,PapersWithCode,2.16,11.9,584.5995893223819,2.7676007634822244,True,True,True
732,DQN hs,58.7,False,Deep Reinforcement Learning with Double Q-learning,2015.0,robotank,PapersWithCode,2.16,11.9,580.4928131416839,2.764544351511248,True,True,True
733,Prior hs,56.2,False,Prioritized Experience Replay,2015.0,robotank,PapersWithCode,2.16,11.9,554.8254620123204,2.744938437652157,True,True,True
734,Nature DQN,51.6,False,,,robotank,PapersWithCode,2.16,11.9,507.59753593429156,2.7063742517643212,True,True,True
735,A3C FF hs,32.8,False,Asynchronous Methods for Deep Reinforcement Learning,2016.0,robotank,PapersWithCode,2.16,11.9,314.5790554414784,2.499108171951726,True,True,True
737,Prior+Duel noop,27.5,False,Dueling Network Architectures for Deep Reinforcement Learning,2015.0,robotank,PapersWithCode,2.16,11.9,260.16427104722794,2.4169137623871495,True,True,True
738,Prior+Duel hs,24.7,False,Deep Reinforcement Learning with Double Q-learning,2015.0,robotank,PapersWithCode,2.16,11.9,231.41683778234085,2.3662675879655706,True,True,True
739,CGP,24.2,False,Evolving simple programs for playing Atari games,2018.0,robotank,PapersWithCode,2.16,11.9,226.28336755646816,2.356567655510536,True,True,True
